OGNTsort	lexicalEntry	morphology	book	KJVversification	OGNTversification
000501	G3588	T-NSM	40	40.2.4	40.2.4
000502	G5547	N-NSM-T	40	40.2.4	40.2.4
000503	G1080	V-PPI-3S	40	40.2.4	40.2.4
000504	G3588	T-NPM	40	40.2.5	40.2.5
000505	G1161	CONJ	40	40.2.5	40.2.5
000506	G2036	V-2AAI-3P	40	40.2.5	40.2.5
000507	G846	P-DSM	40	40.2.5	40.2.5
000508	G1722	PREP	40	40.2.5	40.2.5
000509	G965	N-DSF-L	40	40.2.5	40.2.5
000510	G3588	T-GSF	40	40.2.5	40.2.5
000511	G2449	N-GSF-L	40	40.2.5	40.2.5
000512	G3779	ADV	40	40.2.5	40.2.5
000513	G1063	CONJ	40	40.2.5	40.2.5
000514	G1125	V-RPI-3S	40	40.2.5	40.2.5
000515	G1223	PREP	40	40.2.5	40.2.5
000516	G3588	T-GSM	40	40.2.5	40.2.5
000517	G4396	N-GSM	40	40.2.5	40.2.5
000518	G2532	CONJ	40	40.2.6	40.2.6
000519	G4771	P-2NS	40	40.2.6	40.2.6
000520	G965	N-VSF-L	40	40.2.6	40.2.6
000521	G1093	N-VSF	40	40.2.6	40.2.6
000522	G2448	N-GSM-L	40	40.2.6	40.2.6
000523	G3760	ADV	40	40.2.6	40.2.6
000524	G1646	A-NSF	40	40.2.6	40.2.6
000525	G1510	V-PAI-2S	40	40.2.6	40.2.6
000526	G1722	PREP	40	40.2.6	40.2.6
000527	G3588	T-DPM	40	40.2.6	40.2.6
000528	G2232	N-DPM	40	40.2.6	40.2.6
000529	G2448	N-GSM-L	40	40.2.6	40.2.6
000530	G1537	PREP	40	40.2.6	40.2.6
000531	G4771	P-2GS	40	40.2.6	40.2.6
000532	G1063	CONJ	40	40.2.6	40.2.6
000533	G1831	V-FDI-3S	40	40.2.6	40.2.6
000534	G2233	V-PNP-NSM	40	40.2.6	40.2.6
000535	G3748	R-NSM	40	40.2.6	40.2.6
000536	G4165	V-FAI-3S	40	40.2.6	40.2.6
000537	G3588	T-ASM	40	40.2.6	40.2.6
000538	G2992	N-ASM	40	40.2.6	40.2.6
000539	G1473	P-1GS	40	40.2.6	40.2.6
000540	G3588	T-ASM	40	40.2.6	40.2.6
000541	G2474	N-ASM-L	40	40.2.6	40.2.6
000542	G5119	ADV	40	40.2.7	40.2.7
000543	G2264	N-NSM-P	40	40.2.7	40.2.7
000544	G2977	ADV	40	40.2.7	40.2.7
000545	G2564	V-AAP-NSM	40	40.2.7	40.2.7
000546	G3588	T-APM	40	40.2.7	40.2.7
000547	G3097	N-APM	40	40.2.7	40.2.7
000548	G198	V-AAI-3S	40	40.2.7	40.2.7
000549	G3844	PREP	40	40.2.7	40.2.7
000550	G846	P-GPM	40	40.2.7	40.2.7
000551	G3588	T-ASM	40	40.2.7	40.2.7
000552	G5550	N-ASM	40	40.2.7	40.2.7
000553	G3588	T-GSM	40	40.2.7	40.2.7
000554	G5316	V-PEP-GSM	40	40.2.7	40.2.7
000555	G792	N-GSM	40	40.2.7	40.2.7
000556	G2532	CONJ	40	40.2.8	40.2.8
000557	G3992	V-AAP-NSM	40	40.2.8	40.2.8
000558	G846	P-APM	40	40.2.8	40.2.8
000559	G1519	PREP	40	40.2.8	40.2.8
000560	G965	N-ASF-L	40	40.2.8	40.2.8
000561	G2036	V-2AAI-3S	40	40.2.8	40.2.8
000562	G4198	V-AOP-NPM	40	40.2.8	40.2.8
000563	G1833	V-AAM-2P	40	40.2.8	40.2.8
000564	G199	ADV	40	40.2.8	40.2.8
000565	G4012	PREP	40	40.2.8	40.2.8
000566	G3588	T-GSN	40	40.2.8	40.2.8
000567	G3813	N-GSN	40	40.2.8	40.2.8
000568	G1875	CONJ	40	40.2.8	40.2.8
000569	G1161	CONJ	40	40.2.8	40.2.8
000570	G2147	V-2AAS-2P	40	40.2.8	40.2.8
000571	G518	V-AAM-2P	40	40.2.8	40.2.8
000572	G1473	P-1DS	40	40.2.8	40.2.8
000573	G3704	CONJ	40	40.2.8	40.2.8
000574	G2504	P-1NS-K	40	40.2.8	40.2.8
000575	G2064	V-2AAP-NSM	40	40.2.8	40.2.8
000576	G4352	V-AAS-1S	40	40.2.8	40.2.8
000577	G846	P-DSM	40	40.2.8	40.2.8
000578	G3588	T-NPM	40	40.2.9	40.2.9
000579	G1161	CONJ	40	40.2.9	40.2.9
000580	G191	V-AAP-NPM	40	40.2.9	40.2.9
000581	G3588	T-GSM	40	40.2.9	40.2.9
000582	G935	N-GSM	40	40.2.9	40.2.9
000583	G4198	V-AOI-3P	40	40.2.9	40.2.9
000584	G2532	CONJ	40	40.2.9	40.2.9
000585	G2400	INJ	40	40.2.9	40.2.9
000586	G3588	T-NSM	40	40.2.9	40.2.9
000587	G792	N-NSM	40	40.2.9	40.2.9
000588	G3739	R-ASM	40	40.2.9	40.2.9
000589	G1492	V-2AAI-3P	40	40.2.9	40.2.9
000590	G1722	PREP	40	40.2.9	40.2.9
000591	G3588	T-DSF	40	40.2.9	40.2.9
000592	G395	N-DSF	40	40.2.9	40.2.9
000593	G4254	V-IAI-3S	40	40.2.9	40.2.9
000594	G846	P-APM	40	40.2.9	40.2.9
000595	G2193	CONJ	40	40.2.9	40.2.9
000596	G2064	V-2AAP-NSM	40	40.2.9	40.2.9
000597	G2476	V-API-3S	40	40.2.9	40.2.9
000598	G1883	PREP	40	40.2.9	40.2.9
000599	G3757	ADV	40	40.2.9	40.2.9
000600	G1510	V-IAI-3S	40	40.2.9	40.2.9
000601	G3588	T-NSN	40	40.2.9	40.2.9
000602	G3813	N-NSN	40	40.2.9	40.2.9
000603	G1492	V-2AAP-NPM	40	40.2.10	40.2.10
000604	G1161	CONJ	40	40.2.10	40.2.10
000605	G3588	T-ASM	40	40.2.10	40.2.10
000606	G792	N-ASM	40	40.2.10	40.2.10
000607	G5463	V-2AOI-3P	40	40.2.10	40.2.10
000608	G5479	N-ASF	40	40.2.10	40.2.10
000609	G3173	A-ASF	40	40.2.10	40.2.10
000610	G4970	ADV	40	40.2.10	40.2.10
000611	G2532	CONJ	40	40.2.11	40.2.11
000612	G2064	V-2AAP-NPM	40	40.2.11	40.2.11
000613	G1519	PREP	40	40.2.11	40.2.11
000614	G3588	T-ASF	40	40.2.11	40.2.11
000615	G3614	N-ASF	40	40.2.11	40.2.11
000616	G1492	V-2AAI-3P	40	40.2.11	40.2.11
000617	G3588	T-ASN	40	40.2.11	40.2.11
000618	G3813	N-ASN	40	40.2.11	40.2.11
000619	G3326	PREP	40	40.2.11	40.2.11
000620	G3137	N-GSF-P	40	40.2.11	40.2.11
000621	G3588	T-GSF	40	40.2.11	40.2.11
000622	G3384	N-GSF	40	40.2.11	40.2.11
000623	G846	P-GSM	40	40.2.11	40.2.11
000624	G2532	CONJ	40	40.2.11	40.2.11
000625	G4098	V-2AAP-NPM	40	40.2.11	40.2.11
000626	G4352	V-AAI-3P	40	40.2.11	40.2.11
000627	G846	P-DSM	40	40.2.11	40.2.11
000628	G2532	CONJ	40	40.2.11	40.2.11
000629	G455	V-AAP-NPM	40	40.2.11	40.2.11
000630	G3588	T-APM	40	40.2.11	40.2.11
000631	G2344	N-APM	40	40.2.11	40.2.11
000632	G846	P-GPM	40	40.2.11	40.2.11
000633	G4374	V-AAI-3P	40	40.2.11	40.2.11
000634	G846	P-DSM	40	40.2.11	40.2.11
000635	G1435	N-APN	40	40.2.11	40.2.11
000636	G5557	N-ASM	40	40.2.11	40.2.11
000637	G2532	CONJ	40	40.2.11	40.2.11
000638	G3030	N-ASM	40	40.2.11	40.2.11
000639	G2532	CONJ	40	40.2.11	40.2.11
000640	G4666	N-ASF	40	40.2.11	40.2.11
000641	G2532	CONJ	40	40.2.12	40.2.12
000642	G5537	V-APP-NPM	40	40.2.12	40.2.12
000643	G2596	PREP	40	40.2.12	40.2.12
000644	G3677	N-ASN	40	40.2.12	40.2.12
000645	G3361	PRT-N	40	40.2.12	40.2.12
000646	G344	V-AAN	40	40.2.12	40.2.12
000647	G4314	PREP	40	40.2.12	40.2.12
000648	G2264	N-ASM-P	40	40.2.12	40.2.12
000649	G1223	PREP	40	40.2.12	40.2.12
000650	G243	A-GSF	40	40.2.12	40.2.12
000651	G3598	N-GSF	40	40.2.12	40.2.12
000652	G402	V-AAI-3P	40	40.2.12	40.2.12
000653	G1519	PREP	40	40.2.12	40.2.12
000654	G3588	T-ASF	40	40.2.12	40.2.12
000655	G5561	N-ASF	40	40.2.12	40.2.12
000656	G846	P-GPM	40	40.2.12	40.2.12
000657	G402	V-AAP-GPM	40	40.2.13	40.2.13
000658	G1161	CONJ	40	40.2.13	40.2.13
000659	G846	P-GPM	40	40.2.13	40.2.13
000660	G2400	INJ	40	40.2.13	40.2.13
000661	G32	N-NSM	40	40.2.13	40.2.13
000662	G2962	N-GSM	40	40.2.13	40.2.13
000663	G5316	V-PEI-3S	40	40.2.13	40.2.13
000664	G2596	PREP	40	40.2.13	40.2.13
000665	G3677	N-ASN	40	40.2.13	40.2.13
000666	G3588	T-DSM	40	40.2.13	40.2.13
000667	G2501	N-DSM-P	40	40.2.13	40.2.13
000668	G3004	V-PAP-NSM	40	40.2.13	40.2.13
000669	G1453	V-APP-NSM	40	40.2.13	40.2.13
000670	G3880	V-2AAM-2S	40	40.2.13	40.2.13
000671	G3588	T-ASN	40	40.2.13	40.2.13
000672	G3813	N-ASN	40	40.2.13	40.2.13
000673	G2532	CONJ	40	40.2.13	40.2.13
000674	G3588	T-ASF	40	40.2.13	40.2.13
000675	G3384	N-ASF	40	40.2.13	40.2.13
000676	G846	P-GSM	40	40.2.13	40.2.13
000677	G2532	CONJ	40	40.2.13	40.2.13
000678	G5343	V-PAM-2S	40	40.2.13	40.2.13
000679	G1519	PREP	40	40.2.13	40.2.13
000680	G125	N-ASF-L	40	40.2.13	40.2.13
000681	G2532	CONJ	40	40.2.13	40.2.13
000682	G1510	V-PAM-2S	40	40.2.13	40.2.13
000683	G1563	ADV	40	40.2.13	40.2.13
000684	G2193	CONJ	40	40.2.13	40.2.13
000685	G302	PRT	40	40.2.13	40.2.13
000686	G2036	V-2AAS-1S	40	40.2.13	40.2.13
000687	G4771	P-2DS	40	40.2.13	40.2.13
000688	G3195	V-PAI-3S	40	40.2.13	40.2.13
000689	G1063	CONJ	40	40.2.13	40.2.13
000690	G2264	N-NSM-P	40	40.2.13	40.2.13
000691	G2212	V-PAN	40	40.2.13	40.2.13
000692	G3588	T-ASN	40	40.2.13	40.2.13
000693	G3813	N-ASN	40	40.2.13	40.2.13
000694	G3588	T-GSN	40	40.2.13	40.2.13
000695	G622	V-AAN	40	40.2.13	40.2.13
000696	G846	P-ASN	40	40.2.13	40.2.13
000697	G3588	T-NSM	40	40.2.14	40.2.14
000698	G1161	CONJ	40	40.2.14	40.2.14
000699	G1453	V-APP-NSM	40	40.2.14	40.2.14
000700	G3880	V-2AAI-3S	40	40.2.14	40.2.14
000701	G3588	T-ASN	40	40.2.14	40.2.14
000702	G3813	N-ASN	40	40.2.14	40.2.14
000703	G2532	CONJ	40	40.2.14	40.2.14
000704	G3588	T-ASF	40	40.2.14	40.2.14
000705	G3384	N-ASF	40	40.2.14	40.2.14
000706	G846	P-GSM	40	40.2.14	40.2.14
000707	G3571	N-GSF	40	40.2.14	40.2.14
000708	G2532	CONJ	40	40.2.14	40.2.14
000709	G402	V-AAI-3S	40	40.2.14	40.2.14
000710	G1519	PREP	40	40.2.14	40.2.14
000711	G125	N-ASF-L	40	40.2.14	40.2.14
000712	G2532	CONJ	40	40.2.15	40.2.15
000713	G1510	V-IAI-3S	40	40.2.15	40.2.15
000714	G1563	ADV	40	40.2.15	40.2.15
000715	G2193	PREP	40	40.2.15	40.2.15
000716	G3588	T-GSF	40	40.2.15	40.2.15
000717	G5054	N-GSF	40	40.2.15	40.2.15
000718	G2264	N-GSM-P	40	40.2.15	40.2.15
000719	G2443	CONJ	40	40.2.15	40.2.15
000720	G4137	V-APS-3S	40	40.2.15	40.2.15
000721	G3588	T-NSN	40	40.2.15	40.2.15
000722	G2036	V-APP-NSN	40	40.2.15	40.2.15
000723	G5259	PREP	40	40.2.15	40.2.15
000724	G2962	N-GSM	40	40.2.15	40.2.15
000725	G1223	PREP	40	40.2.15	40.2.15
000726	G3588	T-GSM	40	40.2.15	40.2.15
000727	G4396	N-GSM	40	40.2.15	40.2.15
000728	G3004	V-PAP-GSM	40	40.2.15	40.2.15
000729	G1537	PREP	40	40.2.15	40.2.15
000730	G125	N-GSF-L	40	40.2.15	40.2.15
000731	G2564	V-AAI-1S	40	40.2.15	40.2.15
000732	G3588	T-ASM	40	40.2.15	40.2.15
000733	G5207	N-ASM	40	40.2.15	40.2.15
000734	G1473	P-1GS	40	40.2.15	40.2.15
000735	G5119	ADV	40	40.2.16	40.2.16
000736	G2264	N-NSM-P	40	40.2.16	40.2.16
000737	G1492	V-2AAP-NSM	40	40.2.16	40.2.16
000738	G3754	CONJ	40	40.2.16	40.2.16
000739	G1702	V-API-3S	40	40.2.16	40.2.16
000740	G5259	PREP	40	40.2.16	40.2.16
000741	G3588	T-GPM	40	40.2.16	40.2.16
000742	G3097	N-GPM	40	40.2.16	40.2.16
000743	G2373	V-API-3S	40	40.2.16	40.2.16
000744	G3029	ADV	40	40.2.16	40.2.16
000745	G2532	CONJ	40	40.2.16	40.2.16
000746	G649	V-AAP-NSM	40	40.2.16	40.2.16
000747	G337	V-2AAI-3S	40	40.2.16	40.2.16
000748	G3956	A-APM	40	40.2.16	40.2.16
000749	G3588	T-APM	40	40.2.16	40.2.16
000750	G3816	N-APM	40	40.2.16	40.2.16
000751	G3588	T-APM	40	40.2.16	40.2.16
000752	G1722	PREP	40	40.2.16	40.2.16
000753	G965	N-DSF-L	40	40.2.16	40.2.16
000754	G2532	CONJ	40	40.2.16	40.2.16
000755	G1722	PREP	40	40.2.16	40.2.16
000756	G3956	A-DPN	40	40.2.16	40.2.16
000757	G3588	T-DPN	40	40.2.16	40.2.16
000758	G3725	N-DPN	40	40.2.16	40.2.16
000759	G846	P-GSF	40	40.2.16	40.2.16
000760	G575	PREP	40	40.2.16	40.2.16
000761	G1332	A-GSM	40	40.2.16	40.2.16
000762	G2532	CONJ	40	40.2.16	40.2.16
000763	G6053	ADV	40	40.2.16	40.2.16
000764	G2596	PREP	40	40.2.16	40.2.16
000765	G3588	T-ASM	40	40.2.16	40.2.16
000766	G5550	N-ASM	40	40.2.16	40.2.16
000767	G3739	R-ASM	40	40.2.16	40.2.16
000768	G198	V-AAI-3S	40	40.2.16	40.2.16
000769	G3844	PREP	40	40.2.16	40.2.16
000770	G3588	T-GPM	40	40.2.16	40.2.16
000771	G3097	N-GPM	40	40.2.16	40.2.16
000772	G5119	ADV	40	40.2.17	40.2.17
000773	G4137	V-API-3S	40	40.2.17	40.2.17
000774	G3588	T-NSN	40	40.2.17	40.2.17
000775	G2036	V-APP-NSN	40	40.2.17	40.2.17
000776	G1223	PREP	40	40.2.17	40.2.17
000777	G2408	N-GSM-P	40	40.2.17	40.2.17
000778	G3588	T-GSM	40	40.2.17	40.2.17
000779	G4396	N-GSM	40	40.2.17	40.2.17
000780	G3004	V-PAP-GSM	40	40.2.17	40.2.17
000781	G5456	N-NSF	40	40.2.18	40.2.18
000782	G1722	PREP	40	40.2.18	40.2.18
000783	G4471	N-DSF-L	40	40.2.18	40.2.18
000784	G191	V-API-3S	40	40.2.18	40.2.18
000785	G2805	N-NSM	40	40.2.18	40.2.18
000786	G2532	CONJ	40	40.2.18	40.2.18
000787	G3602	N-NSM	40	40.2.18	40.2.18
000788	G4183	A-NSM	40	40.2.18	40.2.18
000789	G4478	N-NSF-P	40	40.2.18	40.2.18
000790	G2799	V-PAP-NSF	40	40.2.18	40.2.18
000791	G3588	T-APN	40	40.2.18	40.2.18
000792	G5043	N-APN	40	40.2.18	40.2.18
000793	G846	P-GSF	40	40.2.18	40.2.18
000794	G2532	CONJ	40	40.2.18	40.2.18
000795	G3756	PRT-N	40	40.2.18	40.2.18
000796	G2309	V-IAI-3S	40	40.2.18	40.2.18
000797	G3870	V-APN	40	40.2.18	40.2.18
000798	G3754	CONJ	40	40.2.18	40.2.18
000799	G3756	PRT-N	40	40.2.18	40.2.18
000800	G1510	V-PAI-3P	40	40.2.18	40.2.18
000801	G5053	V-AAP-GSM	40	40.2.19	40.2.19
000802	G1161	CONJ	40	40.2.19	40.2.19
000803	G3588	T-GSM	40	40.2.19	40.2.19
000804	G2264	N-GSM-P	40	40.2.19	40.2.19
000805	G2400	INJ	40	40.2.19	40.2.19
000806	G32	N-NSM	40	40.2.19	40.2.19
000807	G2962	N-GSM	40	40.2.19	40.2.19
000808	G5316	V-PEI-3S	40	40.2.19	40.2.19
000809	G2596	PREP	40	40.2.19	40.2.19
000810	G3677	N-ASN	40	40.2.19	40.2.19
000811	G3588	T-DSM	40	40.2.19	40.2.19
000812	G2501	N-DSM-P	40	40.2.19	40.2.19
000813	G1722	PREP	40	40.2.19	40.2.19
000814	G125	N-DSF-L	40	40.2.19	40.2.19
000815	G3004	V-PAP-NSM	40	40.2.20	40.2.20
000816	G1453	V-APP-NSM	40	40.2.20	40.2.20
000817	G3880	V-2AAM-2S	40	40.2.20	40.2.20
000818	G3588	T-ASN	40	40.2.20	40.2.20
000819	G3813	N-ASN	40	40.2.20	40.2.20
000820	G2532	CONJ	40	40.2.20	40.2.20
000821	G3588	T-ASF	40	40.2.20	40.2.20
000822	G3384	N-ASF	40	40.2.20	40.2.20
000823	G846	P-GSM	40	40.2.20	40.2.20
000824	G2532	CONJ	40	40.2.20	40.2.20
000825	G4198	V-PNM-2S	40	40.2.20	40.2.20
000826	G1519	PREP	40	40.2.20	40.2.20
000827	G1093	N-ASF	40	40.2.20	40.2.20
000828	G2474	N-GSM-L	40	40.2.20	40.2.20
000829	G2348	V-RAI-3P	40	40.2.20	40.2.20
000830	G1063	CONJ	40	40.2.20	40.2.20
000831	G3588	T-NPM	40	40.2.20	40.2.20
000832	G2212	V-PAP-NPM	40	40.2.20	40.2.20
000833	G3588	T-ASF	40	40.2.20	40.2.20
000834	G5590	N-ASF	40	40.2.20	40.2.20
000835	G3588	T-GSN	40	40.2.20	40.2.20
000836	G3813	N-GSN	40	40.2.20	40.2.20
000837	G3588	T-NSM	40	40.2.21	40.2.21
000838	G1161	CONJ	40	40.2.21	40.2.21
000839	G1453	V-APP-NSM	40	40.2.21	40.2.21
000840	G3880	V-2AAI-3S	40	40.2.21	40.2.21
000841	G3588	T-ASN	40	40.2.21	40.2.21
000842	G3813	N-ASN	40	40.2.21	40.2.21
000843	G2532	CONJ	40	40.2.21	40.2.21
000844	G3588	T-ASF	40	40.2.21	40.2.21
000845	G3384	N-ASF	40	40.2.21	40.2.21
000846	G846	P-GSM	40	40.2.21	40.2.21
000847	G2532	CONJ	40	40.2.21	40.2.21
000848	G1525	V-2AAI-3S	40	40.2.21	40.2.21
000849	G1519	PREP	40	40.2.21	40.2.21
000850	G1093	N-ASF	40	40.2.21	40.2.21
000851	G2474	N-GSM-L	40	40.2.21	40.2.21
000852	G191	V-AAP-NSM	40	40.2.22	40.2.22
000853	G1161	CONJ	40	40.2.22	40.2.22
000854	G3754	CONJ	40	40.2.22	40.2.22
000855	G745	N-NSM-P	40	40.2.22	40.2.22
000856	G936	V-PAI-3S	40	40.2.22	40.2.22
000857	G3588	T-GSF	40	40.2.22	40.2.22
000858	G2449	N-GSF-L	40	40.2.22	40.2.22
000859	G473	PREP	40	40.2.22	40.2.22
000860	G3588	T-GSM	40	40.2.22	40.2.22
000861	G3962	N-GSM	40	40.2.22	40.2.22
000862	G846	P-GSM	40	40.2.22	40.2.22
000863	G2264	N-GSM-P	40	40.2.22	40.2.22
000864	G5399	V-AOI-3S	40	40.2.22	40.2.22
000865	G1563	ADV	40	40.2.22	40.2.22
000866	G565	V-2AAN	40	40.2.22	40.2.22
000867	G5537	V-APP-NSM	40	40.2.22	40.2.22
000868	G1161	CONJ	40	40.2.22	40.2.22
000869	G2596	PREP	40	40.2.22	40.2.22
000870	G3677	N-ASN	40	40.2.22	40.2.22
000871	G402	V-AAI-3S	40	40.2.22	40.2.22
000872	G1519	PREP	40	40.2.22	40.2.22
000873	G3588	T-APN	40	40.2.22	40.2.22
000874	G3313	N-APN	40	40.2.22	40.2.22
000875	G3588	T-GSF	40	40.2.22	40.2.22
000876	G1056	N-GSF-L	40	40.2.22	40.2.22
000877	G2532	CONJ	40	40.2.23	40.2.23
000878	G2064	V-2AAP-NSM	40	40.2.23	40.2.23
000879	G2730	V-AAI-3S	40	40.2.23	40.2.23
000880	G1519	PREP	40	40.2.23	40.2.23
000881	G4172	N-ASF	40	40.2.23	40.2.23
000882	G3004	V-PPP-ASF	40	40.2.23	40.2.23
000883	G3478	N-ASF-L	40	40.2.23	40.2.23
000884	G3704	CONJ	40	40.2.23	40.2.23
000885	G4137	V-APS-3S	40	40.2.23	40.2.23
000886	G3588	T-NSN	40	40.2.23	40.2.23
000887	G2036	V-APP-NSN	40	40.2.23	40.2.23
000888	G1223	PREP	40	40.2.23	40.2.23
000889	G3588	T-GPM	40	40.2.23	40.2.23
000890	G4396	N-GPM	40	40.2.23	40.2.23
000891	G3754	ADV	40	40.2.23	40.2.23
000892	G3480	N-NSM-LG	40	40.2.23	40.2.23
000893	G2564	V-FPI-3S	40	40.2.23	40.2.23
000894	G1722	PREP	40	40.3.1	40.3.1
000895	G1161	CONJ	40	40.3.1	40.3.1
000896	G3588	T-DPF	40	40.3.1	40.3.1
000897	G2250	N-DPF	40	40.3.1	40.3.1
000898	G1565	D-DPF	40	40.3.1	40.3.1
000899	G3854	V-PNI-3S	40	40.3.1	40.3.1
000900	G2491	N-NSM-P	40	40.3.1	40.3.1
000901	G3588	T-NSM	40	40.3.1	40.3.1
000902	G910	N-NSM	40	40.3.1	40.3.1
000903	G2784	V-PAP-NSM	40	40.3.1	40.3.1
000904	G1722	PREP	40	40.3.1	40.3.1
000905	G3588	T-DSF	40	40.3.1	40.3.1
000906	G2048	A-DSF	40	40.3.1	40.3.1
000907	G3588	T-GSF	40	40.3.1	40.3.1
000908	G2449	N-GSF-L	40	40.3.1	40.3.1
000909	G2532	CONJ	40	40.3.2	40.3.2
000910	G3004	V-PAP-NSM	40	40.3.2	40.3.2
000911	G3340	V-PAM-2P	40	40.3.2	40.3.2
000912	G1448	V-RAI-3S	40	40.3.2	40.3.2
000913	G1063	CONJ	40	40.3.2	40.3.2
000914	G3588	T-NSF	40	40.3.2	40.3.2
000915	G932	N-NSF	40	40.3.2	40.3.2
000916	G3588	T-GPM	40	40.3.2	40.3.2
000917	G3772	N-GPM	40	40.3.2	40.3.2
000918	G3778	D-NSM	40	40.3.3	40.3.3
000919	G1063	CONJ	40	40.3.3	40.3.3
000920	G1510	V-PAI-3S	40	40.3.3	40.3.3
000921	G3588	T-NSM	40	40.3.3	40.3.3
000922	G2036	V-APP-NSM	40	40.3.3	40.3.3
000923	G1223	PREP	40	40.3.3	40.3.3
000924	G2268	N-GSM-P	40	40.3.3	40.3.3
000925	G3588	T-GSM	40	40.3.3	40.3.3
000926	G4396	N-GSM	40	40.3.3	40.3.3
000927	G3004	V-PAP-GSM	40	40.3.3	40.3.3
000928	G5456	N-NSF	40	40.3.3	40.3.3
000929	G994	V-PAP-GSM	40	40.3.3	40.3.3
000930	G1722	PREP	40	40.3.3	40.3.3
000931	G3588	T-DSF	40	40.3.3	40.3.3
000932	G2048	A-DSF	40	40.3.3	40.3.3
000933	G2090	V-AAM-2P	40	40.3.3	40.3.3
000934	G3588	T-ASF	40	40.3.3	40.3.3
000935	G3598	N-ASF	40	40.3.3	40.3.3
000936	G2962	N-GSM	40	40.3.3	40.3.3
000937	G2117	A-APF	40	40.3.3	40.3.3
000938	G4160	V-PAM-2P	40	40.3.3	40.3.3
000939	G3588	T-APF	40	40.3.3	40.3.3
000940	G5147	N-APF	40	40.3.3	40.3.3
000941	G846	P-GSM	40	40.3.3	40.3.3
000942	G846	P-NSM	40	40.3.4	40.3.4
000943	G1161	CONJ	40	40.3.4	40.3.4
000944	G3588	T-NSM	40	40.3.4	40.3.4
000945	G2491	N-NSM-P	40	40.3.4	40.3.4
000946	G2192	V-IAI-3S	40	40.3.4	40.3.4
000947	G3588	T-ASN	40	40.3.4	40.3.4
000948	G1742	N-ASN	40	40.3.4	40.3.4
000949	G846	P-GSM	40	40.3.4	40.3.4
000950	G575	PREP	40	40.3.4	40.3.4
000951	G2359	N-GPF	40	40.3.4	40.3.4
000952	G2574	N-GSF	40	40.3.4	40.3.4
000953	G2532	CONJ	40	40.3.4	40.3.4
000954	G2223	N-ASF	40	40.3.4	40.3.4
000955	G1193	A-ASF	40	40.3.4	40.3.4
000956	G4012	PREP	40	40.3.4	40.3.4
000957	G3588	T-ASF	40	40.3.4	40.3.4
000958	G3751	N-ASF	40	40.3.4	40.3.4
000959	G846	P-GSM	40	40.3.4	40.3.4
000960	G3588	T-NSF	40	40.3.4	40.3.4
000961	G1161	CONJ	40	40.3.4	40.3.4
000962	G5160	N-NSF	40	40.3.4	40.3.4
000963	G1510	V-IAI-3S	40	40.3.4	40.3.4
000964	G846	P-GSM	40	40.3.4	40.3.4
000965	G200	N-NPF	40	40.3.4	40.3.4
000966	G2532	CONJ	40	40.3.4	40.3.4
000967	G3192	N-NSN	40	40.3.4	40.3.4
000968	G66	A-NSN	40	40.3.4	40.3.4
000969	G5119	ADV	40	40.3.5	40.3.5
000970	G1607	V-INI-3S	40	40.3.5	40.3.5
000971	G4314	PREP	40	40.3.5	40.3.5
000972	G846	P-ASM	40	40.3.5	40.3.5
000973	G2414	N-NPN-L	40	40.3.5	40.3.5
000974	G2532	CONJ	40	40.3.5	40.3.5
000975	G3956	A-NSF	40	40.3.5	40.3.5
000976	G3588	T-NSF	40	40.3.5	40.3.5
000977	G2449	N-NSF-L	40	40.3.5	40.3.5
000978	G2532	CONJ	40	40.3.5	40.3.5
000979	G3956	A-NSF	40	40.3.5	40.3.5
000980	G3588	T-NSF	40	40.3.5	40.3.5
000981	G4066	A-NSF	40	40.3.5	40.3.5
000982	G3588	T-GSM	40	40.3.5	40.3.5
000983	G2446	N-GSM-L	40	40.3.5	40.3.5
000984	G2532	CONJ	40	40.3.6	40.3.6
000985	G907	V-IPI-3P	40	40.3.6	40.3.6
000986	G1722	PREP	40	40.3.6	40.3.6
000987	G3588	T-DSM	40	40.3.6	40.3.6
000988	G2446	N-DSM-L	40	40.3.6	40.3.6
000989	G4215	N-DSM	40	40.3.6	40.3.6
000990	G5259	PREP	40	40.3.6	40.3.6
000991	G846	P-GSM	40	40.3.6	40.3.6
000992	G1843	V-PMP-NPM	40	40.3.6	40.3.6
000993	G3588	T-APF	40	40.3.6	40.3.6
000994	G266	N-APF	40	40.3.6	40.3.6
000995	G846	P-GPM	40	40.3.6	40.3.6
000996	G1492	V-2AAP-NSM	40	40.3.7	40.3.7
000997	G1161	CONJ	40	40.3.7	40.3.7
000998	G4183	A-APM	40	40.3.7	40.3.7
000999	G3588	T-GPM	40	40.3.7	40.3.7
001000	G5330	N-GPM-T	40	40.3.7	40.3.7
001001	G2532	CONJ	40	40.3.7	40.3.7
001002	G4523	N-GPM-T	40	40.3.7	40.3.7
001003	G2064	V-PNP-APM	40	40.3.7	40.3.7
001004	G1909	PREP	40	40.3.7	40.3.7
001005	G3588	T-ASN	40	40.3.7	40.3.7
001006	G908	N-ASN	40	40.3.7	40.3.7
001007	G846	P-GSM	40	40.3.7	40.3.7
001008	G2036	V-2AAI-3S	40	40.3.7	40.3.7
001009	G846	P-DPM	40	40.3.7	40.3.7
001010	G1081	N-VPN	40	40.3.7	40.3.7
001011	G2191	N-GPF	40	40.3.7	40.3.7
