OGNTsort	extendedStrNo	RMAC	description
000626	G4352	V-AAI-3P	『V-AAI-3P』
000627	G846	P-DSM	『P-DSM』
000628	G2532	CONJ	『CONJ』
000629	G455	V-AAP-NPM	『V-AAP-NPM』
000630	G3588	T-APM	『T-APM』
000631	G2344	N-APM	『N-APM』
000632	G846	P-GPM	『P-GPM』
000633	G4374	V-AAI-3P	『V-AAI-3P』
000634	G846	P-DSM	『P-DSM』
000635	G1435	N-APN	『N-APN』
000636	G5557	N-ASM	『N-ASM』
000637	G2532	CONJ	『CONJ』
000638	G3030	N-ASM	『N-ASM』
000639	G2532	CONJ	『CONJ』
000640	G4666	N-ASF	『N-ASF』
000641	G2532	CONJ	『CONJ』
000642	G5537	V-APP-NPM	『V-APP-NPM』
000643	G2596	PREP	『PREP』
000644	G3677	N-ASN	『N-ASN』
000645	G3361	PRT-N	『PRT-N』
000646	G344	V-AAN	『V-AAN』
000647	G4314	PREP	『PREP』
000648	G2264	N-ASM-P	『N-ASM-P』
000649	G1223	PREP	『PREP』
000650	G243	A-GSF	『A-GSF』
000651	G3598	N-GSF	『N-GSF』
000652	G402	V-AAI-3P	『V-AAI-3P』
000653	G1519	PREP	『PREP』
000654	G3588	T-ASF	『T-ASF』
000655	G5561	N-ASF	『N-ASF』
000656	G846	P-GPM	『P-GPM』
000657	G402	V-AAP-GPM	『V-AAP-GPM』
000658	G1161	CONJ	『CONJ』
000659	G846	P-GPM	『P-GPM』
000660	G2400	INJ	『INJ』
000661	G32	N-NSM	『N-NSM』
000662	G2962	N-GSM	『N-GSM』
000663	G5316	V-PEI-3S	『V-PEI-3S』
000664	G2596	PREP	『PREP』
000665	G3677	N-ASN	『N-ASN』
000666	G3588	T-DSM	『T-DSM』
000667	G2501	N-DSM-P	『N-DSM-P』
000668	G3004	V-PAP-NSM	『V-PAP-NSM』
000669	G1453	V-APP-NSM	『V-APP-NSM』
000670	G3880	V-2AAM-2S	『V-2AAM-2S』
000671	G3588	T-ASN	『T-ASN』
000672	G3813	N-ASN	『N-ASN』
000673	G2532	CONJ	『CONJ』
000674	G3588	T-ASF	『T-ASF』
000675	G3384	N-ASF	『N-ASF』
000676	G846	P-GSM	『P-GSM』
000677	G2532	CONJ	『CONJ』
000678	G5343	V-PAM-2S	『V-PAM-2S』
000679	G1519	PREP	『PREP』
000680	G125	N-ASF-L	『N-ASF-L』
000681	G2532	CONJ	『CONJ』
000682	G1510	V-PAM-2S	『V-PAM-2S』
000683	G1563	ADV	『ADV』
000684	G2193	CONJ	『CONJ』
000685	G302	PRT	『PRT』
000686	G2036	V-2AAS-1S	『V-2AAS-1S』
000687	G4771	P-2DS	『P-2DS』
000688	G3195	V-PAI-3S	『V-PAI-3S』
000689	G1063	CONJ	『CONJ』
000690	G2264	N-NSM-P	『N-NSM-P』
000691	G2212	V-PAN	『V-PAN』
000692	G3588	T-ASN	『T-ASN』
000693	G3813	N-ASN	『N-ASN』
000694	G3588	T-GSN	『T-GSN』
000695	G622	V-AAN	『V-AAN』
000696	G846	P-ASN	『P-ASN』
000697	G3588	T-NSM	『T-NSM』
000698	G1161	CONJ	『CONJ』
000699	G1453	V-APP-NSM	『V-APP-NSM』
000700	G3880	V-2AAI-3S	『V-2AAI-3S』
000701	G3588	T-ASN	『T-ASN』
000702	G3813	N-ASN	『N-ASN』
000703	G2532	CONJ	『CONJ』
000704	G3588	T-ASF	『T-ASF』
000705	G3384	N-ASF	『N-ASF』
000706	G846	P-GSM	『P-GSM』
000707	G3571	N-GSF	『N-GSF』
000708	G2532	CONJ	『CONJ』
000709	G402	V-AAI-3S	『V-AAI-3S』
000710	G1519	PREP	『PREP』
000711	G125	N-ASF-L	『N-ASF-L』
000712	G2532	CONJ	『CONJ』
000713	G1510	V-IAI-3S	『V-IAI-3S』
000714	G1563	ADV	『ADV』
000715	G2193	PREP	『PREP』
000716	G3588	T-GSF	『T-GSF』
000717	G5054	N-GSF	『N-GSF』
000718	G2264	N-GSM-P	『N-GSM-P』
000719	G2443	CONJ	『CONJ』
000720	G4137	V-APS-3S	『V-APS-3S』
000721	G3588	T-NSN	『T-NSN』
000722	G2036	V-APP-NSN	『V-APP-NSN』
000723	G5259	PREP	『PREP』
000724	G2962	N-GSM	『N-GSM』
000725	G1223	PREP	『PREP』
000726	G3588	T-GSM	『T-GSM』
000727	G4396	N-GSM	『N-GSM』
000728	G3004	V-PAP-GSM	『V-PAP-GSM』
000729	G1537	PREP	『PREP』
000730	G125	N-GSF-L	『N-GSF-L』
000731	G2564	V-AAI-1S	『V-AAI-1S』
000732	G3588	T-ASM	『T-ASM』
000733	G5207	N-ASM	『N-ASM』
000734	G1473	P-1GS	『P-1GS』
000735	G5119	ADV	『ADV』
000736	G2264	N-NSM-P	『N-NSM-P』
000737	G1492	V-2AAP-NSM	『V-2AAP-NSM』
000738	G3754	CONJ	『CONJ』
000739	G1702	V-API-3S	『V-API-3S』
000740	G5259	PREP	『PREP』
000741	G3588	T-GPM	『T-GPM』
000742	G3097	N-GPM	『N-GPM』
000743	G2373	V-API-3S	『V-API-3S』
000744	G3029	ADV	『ADV』
000745	G2532	CONJ	『CONJ』
000746	G649	V-AAP-NSM	『V-AAP-NSM』
000747	G337	V-2AAI-3S	『V-2AAI-3S』
000748	G3956	A-APM	『A-APM』
000749	G3588	T-APM	『T-APM』
000750	G3816	N-APM	『N-APM』
000751	G3588	T-APM	『T-APM』
000752	G1722	PREP	『PREP』
000753	G965	N-DSF-L	『N-DSF-L』
000754	G2532	CONJ	『CONJ』
000755	G1722	PREP	『PREP』
000756	G3956	A-DPN	『A-DPN』
000757	G3588	T-DPN	『T-DPN』
000758	G3725	N-DPN	『N-DPN』
000759	G846	P-GSF	『P-GSF』
000760	G575	PREP	『PREP』
000761	G1332	A-GSM	『A-GSM』
000762	G2532	CONJ	『CONJ』
000763	G6053	ADV	『ADV』
000764	G2596	PREP	『PREP』
000765	G3588	T-ASM	『T-ASM』
000766	G5550	N-ASM	『N-ASM』
000767	G3739	R-ASM	『R-ASM』
000768	G198	V-AAI-3S	『V-AAI-3S』
000769	G3844	PREP	『PREP』
000770	G3588	T-GPM	『T-GPM』
000771	G3097	N-GPM	『N-GPM』
000772	G5119	ADV	『ADV』
000773	G4137	V-API-3S	『V-API-3S』
000774	G3588	T-NSN	『T-NSN』
000775	G2036	V-APP-NSN	『V-APP-NSN』
000776	G1223	PREP	『PREP』
000777	G2408	N-GSM-P	『N-GSM-P』
000778	G3588	T-GSM	『T-GSM』
000779	G4396	N-GSM	『N-GSM』
000780	G3004	V-PAP-GSM	『V-PAP-GSM』
000781	G5456	N-NSF	『N-NSF』
000782	G1722	PREP	『PREP』
000783	G4471	N-DSF-L	『N-DSF-L』
000784	G191	V-API-3S	『V-API-3S』
000785	G2805	N-NSM	『N-NSM』
000786	G2532	CONJ	『CONJ』
000787	G3602	N-NSM	『N-NSM』
000788	G4183	A-NSM	『A-NSM』
000789	G4478	N-NSF-P	『N-NSF-P』
000790	G2799	V-PAP-NSF	『V-PAP-NSF』
000791	G3588	T-APN	『T-APN』
000792	G5043	N-APN	『N-APN』
000793	G846	P-GSF	『P-GSF』
000794	G2532	CONJ	『CONJ』
000795	G3756	PRT-N	『PRT-N』
000796	G2309	V-IAI-3S	『V-IAI-3S』
000797	G3870	V-APN	『V-APN』
000798	G3754	CONJ	『CONJ』
000799	G3756	PRT-N	『PRT-N』
000800	G1510	V-PAI-3P	『V-PAI-3P』
000801	G5053	V-AAP-GSM	『V-AAP-GSM』
000802	G1161	CONJ	『CONJ』
000803	G3588	T-GSM	『T-GSM』
000804	G2264	N-GSM-P	『N-GSM-P』
000805	G2400	INJ	『INJ』
000806	G32	N-NSM	『N-NSM』
000807	G2962	N-GSM	『N-GSM』
000808	G5316	V-PEI-3S	『V-PEI-3S』
000809	G2596	PREP	『PREP』
000810	G3677	N-ASN	『N-ASN』
000811	G3588	T-DSM	『T-DSM』
000812	G2501	N-DSM-P	『N-DSM-P』
000813	G1722	PREP	『PREP』
000814	G125	N-DSF-L	『N-DSF-L』
000815	G3004	V-PAP-NSM	『V-PAP-NSM』
000816	G1453	V-APP-NSM	『V-APP-NSM』
000817	G3880	V-2AAM-2S	『V-2AAM-2S』
000818	G3588	T-ASN	『T-ASN』
000819	G3813	N-ASN	『N-ASN』
000820	G2532	CONJ	『CONJ』
000821	G3588	T-ASF	『T-ASF』
000822	G3384	N-ASF	『N-ASF』
000823	G846	P-GSM	『P-GSM』
000824	G2532	CONJ	『CONJ』
000825	G4198	V-PNM-2S	『V-PNM-2S』
000826	G1519	PREP	『PREP』
000827	G1093	N-ASF	『N-ASF』
000828	G2474	N-GSM-L	『N-GSM-L』
000829	G2348	V-RAI-3P	『V-RAI-3P』
000830	G1063	CONJ	『CONJ』
000831	G3588	T-NPM	『T-NPM』
000832	G2212	V-PAP-NPM	『V-PAP-NPM』
000833	G3588	T-ASF	『T-ASF』
000834	G5590	N-ASF	『N-ASF』
000835	G3588	T-GSN	『T-GSN』
000836	G3813	N-GSN	『N-GSN』
000837	G3588	T-NSM	『T-NSM』
000838	G1161	CONJ	『CONJ』
000839	G1453	V-APP-NSM	『V-APP-NSM』
000840	G3880	V-2AAI-3S	『V-2AAI-3S』
000841	G3588	T-ASN	『T-ASN』
000842	G3813	N-ASN	『N-ASN』
000843	G2532	CONJ	『CONJ』
000844	G3588	T-ASF	『T-ASF』
000845	G3384	N-ASF	『N-ASF』
000846	G846	P-GSM	『P-GSM』
000847	G2532	CONJ	『CONJ』
000848	G1525	V-2AAI-3S	『V-2AAI-3S』
000849	G1519	PREP	『PREP』
000850	G1093	N-ASF	『N-ASF』
000851	G2474	N-GSM-L	『N-GSM-L』
000852	G191	V-AAP-NSM	『V-AAP-NSM』
000853	G1161	CONJ	『CONJ』
000854	G3754	CONJ	『CONJ』
000855	G745	N-NSM-P	『N-NSM-P』
000856	G936	V-PAI-3S	『V-PAI-3S』
000857	G3588	T-GSF	『T-GSF』
000858	G2449	N-GSF-L	『N-GSF-L』
000859	G473	PREP	『PREP』
000860	G3588	T-GSM	『T-GSM』
000861	G3962	N-GSM	『N-GSM』
000862	G846	P-GSM	『P-GSM』
000863	G2264	N-GSM-P	『N-GSM-P』
000864	G5399	V-AOI-3S	『V-AOI-3S』
000865	G1563	ADV	『ADV』
000866	G565	V-2AAN	『V-2AAN』
000867	G5537	V-APP-NSM	『V-APP-NSM』
000868	G1161	CONJ	『CONJ』
000869	G2596	PREP	『PREP』
000870	G3677	N-ASN	『N-ASN』
000871	G402	V-AAI-3S	『V-AAI-3S』
000872	G1519	PREP	『PREP』
000873	G3588	T-APN	『T-APN』
000874	G3313	N-APN	『N-APN』
000875	G3588	T-GSF	『T-GSF』
000876	G1056	N-GSF-L	『N-GSF-L』
000877	G2532	CONJ	『CONJ』
000878	G2064	V-2AAP-NSM	『V-2AAP-NSM』
000879	G2730	V-AAI-3S	『V-AAI-3S』
000880	G1519	PREP	『PREP』
000881	G4172	N-ASF	『N-ASF』
000882	G3004	V-PPP-ASF	『V-PPP-ASF』
000883	G3478	N-ASF-L	『N-ASF-L』
000884	G3704	CONJ	『CONJ』
000885	G4137	V-APS-3S	『V-APS-3S』
000886	G3588	T-NSN	『T-NSN』
000887	G2036	V-APP-NSN	『V-APP-NSN』
000888	G1223	PREP	『PREP』
000889	G3588	T-GPM	『T-GPM』
000890	G4396	N-GPM	『N-GPM』
000891	G3754	ADV	『ADV』
000892	G3480	N-NSM-LG	『N-NSM-LG』
000893	G2564	V-FPI-3S	『V-FPI-3S』
000894	G1722	PREP	『PREP』
000895	G1161	CONJ	『CONJ』
000896	G3588	T-DPF	『T-DPF』
000897	G2250	N-DPF	『N-DPF』
000898	G1565	D-DPF	『D-DPF』
000899	G3854	V-PNI-3S	『V-PNI-3S』
000900	G2491	N-NSM-P	『N-NSM-P』
000901	G3588	T-NSM	『T-NSM』
000902	G910	N-NSM	『N-NSM』
000903	G2784	V-PAP-NSM	『V-PAP-NSM』
000904	G1722	PREP	『PREP』
000905	G3588	T-DSF	『T-DSF』
000906	G2048	A-DSF	『A-DSF』
000907	G3588	T-GSF	『T-GSF』
000908	G2449	N-GSF-L	『N-GSF-L』
000909	G2532	CONJ	『CONJ』
000910	G3004	V-PAP-NSM	『V-PAP-NSM』
000911	G3340	V-PAM-2P	『V-PAM-2P』
000912	G1448	V-RAI-3S	『V-RAI-3S』
000913	G1063	CONJ	『CONJ』
000914	G3588	T-NSF	『T-NSF』
000915	G932	N-NSF	『N-NSF』
000916	G3588	T-GPM	『T-GPM』
000917	G3772	N-GPM	『N-GPM』
000918	G3778	D-NSM	『D-NSM』
000919	G1063	CONJ	『CONJ』
000920	G1510	V-PAI-3S	『V-PAI-3S』
000921	G3588	T-NSM	『T-NSM』
000922	G2036	V-APP-NSM	『V-APP-NSM』
000923	G1223	PREP	『PREP』
000924	G2268	N-GSM-P	『N-GSM-P』
000925	G3588	T-GSM	『T-GSM』
000926	G4396	N-GSM	『N-GSM』
000927	G3004	V-PAP-GSM	『V-PAP-GSM』
000928	G5456	N-NSF	『N-NSF』
000929	G994	V-PAP-GSM	『V-PAP-GSM』
000930	G1722	PREP	『PREP』
000931	G3588	T-DSF	『T-DSF』
000932	G2048	A-DSF	『A-DSF』
000933	G2090	V-AAM-2P	『V-AAM-2P』
000934	G3588	T-ASF	『T-ASF』
000935	G3598	N-ASF	『N-ASF』
000936	G2962	N-GSM	『N-GSM』
000937	G2117	A-APF	『A-APF』
000938	G4160	V-PAM-2P	『V-PAM-2P』
000939	G3588	T-APF	『T-APF』
000940	G5147	N-APF	『N-APF』
000941	G846	P-GSM	『P-GSM』
000942	G846	P-NSM	『P-NSM』
000943	G1161	CONJ	『CONJ』
000944	G3588	T-NSM	『T-NSM』
000945	G2491	N-NSM-P	『N-NSM-P』
000946	G2192	V-IAI-3S	『V-IAI-3S』
000947	G3588	T-ASN	『T-ASN』
000948	G1742	N-ASN	『N-ASN』
000949	G846	P-GSM	『P-GSM』
000950	G575	PREP	『PREP』
000951	G2359	N-GPF	『N-GPF』
000952	G2574	N-GSF	『N-GSF』
000953	G2532	CONJ	『CONJ』
000954	G2223	N-ASF	『N-ASF』
000955	G1193	A-ASF	『A-ASF』
000956	G4012	PREP	『PREP』
000957	G3588	T-ASF	『T-ASF』
000958	G3751	N-ASF	『N-ASF』
000959	G846	P-GSM	『P-GSM』
000960	G3588	T-NSF	『T-NSF』
000961	G1161	CONJ	『CONJ』
000962	G5160	N-NSF	『N-NSF』
000963	G1510	V-IAI-3S	『V-IAI-3S』
000964	G846	P-GSM	『P-GSM』
000965	G200	N-NPF	『N-NPF』
000966	G2532	CONJ	『CONJ』
000967	G3192	N-NSN	『N-NSN』
000968	G66	A-NSN	『A-NSN』
000969	G5119	ADV	『ADV』
000970	G1607	V-INI-3S	『V-INI-3S』
000971	G4314	PREP	『PREP』
000972	G846	P-ASM	『P-ASM』
000973	G2414	N-NPN-L	『N-NPN-L』
000974	G2532	CONJ	『CONJ』
000975	G3956	A-NSF	『A-NSF』
000976	G3588	T-NSF	『T-NSF』
000977	G2449	N-NSF-L	『N-NSF-L』
000978	G2532	CONJ	『CONJ』
000979	G3956	A-NSF	『A-NSF』
000980	G3588	T-NSF	『T-NSF』
000981	G4066	A-NSF	『A-NSF』
000982	G3588	T-GSM	『T-GSM』
000983	G2446	N-GSM-L	『N-GSM-L』
000984	G2532	CONJ	『CONJ』
000985	G907	V-IPI-3P	『V-IPI-3P』
000986	G1722	PREP	『PREP』
000987	G3588	T-DSM	『T-DSM』
000988	G2446	N-DSM-L	『N-DSM-L』
000989	G4215	N-DSM	『N-DSM』
000990	G5259	PREP	『PREP』
000991	G846	P-GSM	『P-GSM』
000992	G1843	V-PMP-NPM	『V-PMP-NPM』
000993	G3588	T-APF	『T-APF』
000994	G266	N-APF	『N-APF』
000995	G846	P-GPM	『P-GPM』
000996	G1492	V-2AAP-NSM	『V-2AAP-NSM』
000997	G1161	CONJ	『CONJ』
000998	G4183	A-APM	『A-APM』
000999	G3588	T-GPM	『T-GPM』
001000	G5330	N-GPM-T	『N-GPM-T』
001001	G2532	CONJ	『CONJ』
001002	G4523	N-GPM-T	『N-GPM-T』
001003	G2064	V-PNP-APM	『V-PNP-APM』
001004	G1909	PREP	『PREP』
001005	G3588	T-ASN	『T-ASN』
001006	G908	N-ASN	『N-ASN』
001007	G846	P-GSM	『P-GSM』
001008	G2036	V-2AAI-3S	『V-2AAI-3S』
001009	G846	P-DPM	『P-DPM』
001010	G1081	N-VPN	『N-VPN』
001011	G2191	N-GPF	『N-GPF』
001012	G5101	I-NSM	『I-NSM』
001013	G5263	V-AAI-3S	『V-AAI-3S』
001014	G4771	P-2DP	『P-2DP』
001015	G5343	V-2AAN	『V-2AAN』
001016	G575	PREP	『PREP』
001017	G3588	T-GSF	『T-GSF』
001018	G3195	V-PAP-GSF	『V-PAP-GSF』
001019	G3709	N-GSF	『N-GSF』
001020	G4160	V-AAM-2P	『V-AAM-2P』
001021	G3767	CONJ	『CONJ』
001022	G2590	N-ASM	『N-ASM』
001023	G514	A-ASM	『A-ASM』
001024	G3588	T-GSF	『T-GSF』
001025	G3341	N-GSF	『N-GSF』
001026	G2532	CONJ	『CONJ』
001027	G3361	PRT-N	『PRT-N』
001028	G1380	V-AAS-2P	『V-AAS-2P』
001029	G3004	V-PAN	『V-PAN』
001030	G1722	PREP	『PREP』
001031	G1438	F-2DPM	『F-2DPM』
001032	G3962	N-ASM	『N-ASM』
001033	G2192	V-PAI-1P	『V-PAI-1P』
001034	G3588	T-ASM	『T-ASM』
001035	G11	N-ASM-P	『N-ASM-P』
001036	G3004	V-PAI-1S	『V-PAI-1S』
001037	G1063	CONJ	『CONJ』
001038	G4771	P-2DP	『P-2DP』
001039	G3754	CONJ	『CONJ』
001040	G1410	V-PNI-3S	『V-PNI-3S』
001041	G3588	T-NSM	『T-NSM』
001042	G2316	N-NSM	『N-NSM』
001043	G1537	PREP	『PREP』
001044	G3588	T-GPM	『T-GPM』
001045	G3037	N-GPM	『N-GPM』
001046	G3778	D-GPM	『D-GPM』
001047	G1453	V-AAN	『V-AAN』
001048	G5043	N-APN	『N-APN』
001049	G3588	T-DSM	『T-DSM』
001050	G11	N-DSM-P	『N-DSM-P』
001051	G2235	ADV	『ADV』
001052	G1161	CONJ	『CONJ』
001053	G3588	T-NSF	『T-NSF』
001054	G513	N-NSF	『N-NSF』
001055	G4314	PREP	『PREP』
001056	G3588	T-ASF	『T-ASF』
001057	G4491	N-ASF	『N-ASF』
001058	G3588	T-GPN	『T-GPN』
001059	G1186	N-GPN	『N-GPN』
001060	G2749	V-PNI-3S	『V-PNI-3S』
001061	G3956	A-NSN	『A-NSN』
001062	G3767	CONJ	『CONJ』
001063	G1186	N-NSN	『N-NSN』
001064	G3361	PRT-N	『PRT-N』
001065	G4160	V-PAP-NSN	『V-PAP-NSN』
001066	G2590	N-ASM	『N-ASM』
001067	G2570	A-ASM	『A-ASM』
001068	G1581	V-PPI-3S	『V-PPI-3S』
001069	G2532	CONJ	『CONJ』
001070	G1519	PREP	『PREP』
001071	G4442	N-ASN	『N-ASN』
001072	G906	V-PPI-3S	『V-PPI-3S』
001073	G1473	P-1NS	『P-1NS』
001074	G3303	PRT	『PRT』
001075	G4771	P-2AP	『P-2AP』
001076	G907	V-PAI-1S	『V-PAI-1S』
001077	G1722	PREP	『PREP』
001078	G5204	N-DSN	『N-DSN』
001079	G1519	PREP	『PREP』
001080	G3341	N-ASF	『N-ASF』
001081	G3588	T-NSM	『T-NSM』
001082	G1161	CONJ	『CONJ』
001083	G3694	PREP	『PREP』
001084	G1473	P-1GS	『P-1GS』
001085	G2064	V-PNP-NSM	『V-PNP-NSM』
001086	G2478	A-NSM-C	『A-NSM-C』
001087	G1473	P-1GS	『P-1GS』
001088	G1510	V-PAI-3S	『V-PAI-3S』
001089	G3739	R-GSM	『R-GSM』
001090	G3756	PRT-N	『PRT-N』
001091	G1510	V-PAI-1S	『V-PAI-1S』
001092	G2425	A-NSM	『A-NSM』
001093	G3588	T-APN	『T-APN』
001094	G5266	N-APN	『N-APN』
001095	G941	V-AAN	『V-AAN』
001096	G846	P-NSM	『P-NSM』
001097	G4771	P-2AP	『P-2AP』
001098	G907	V-FAI-3S	『V-FAI-3S』
001099	G1722	PREP	『PREP』
001100	G4151	N-DSN	『N-DSN』
001101	G40	A-DSN	『A-DSN』
001102	G2532	CONJ	『CONJ』
001103	G4442	N-DSN	『N-DSN』
001104	G3739	R-GSM	『R-GSM』
001105	G3588	T-NSN	『T-NSN』
001106	G4425	N-NSN	『N-NSN』
001107	G1722	PREP	『PREP』
001108	G3588	T-DSF	『T-DSF』
001109	G5495	N-DSF	『N-DSF』
001110	G846	P-GSM	『P-GSM』
001111	G2532	CONJ	『CONJ』
001112	G1245	V-FAI-3S	『V-FAI-3S』
001113	G3588	T-ASF	『T-ASF』
001114	G257	N-ASF	『N-ASF』
001115	G846	P-GSM	『P-GSM』
001116	G2532	CONJ	『CONJ』
001117	G4863	V-FAI-3S	『V-FAI-3S』
001118	G3588	T-ASM	『T-ASM』
001119	G4621	N-ASM	『N-ASM』
001120	G846	P-GSM	『P-GSM』
001121	G1519	PREP	『PREP』
001122	G3588	T-ASF	『T-ASF』
001123	G596	N-ASF	『N-ASF』
001124	G3588	T-ASN	『T-ASN』
001125	G1161	CONJ	『CONJ』
001126	G892	N-ASN	『N-ASN』
001127	G2618	V-FAI-3S	『V-FAI-3S』
001128	G4442	N-DSN	『N-DSN』
001129	G762	A-DSN	『A-DSN』
001130	G5119	ADV	『ADV』
001131	G3854	V-PNI-3S	『V-PNI-3S』
001132	G3588	T-NSM	『T-NSM』
001133	G2424	N-NSM-P	『N-NSM-P』
001134	G575	PREP	『PREP』
001135	G3588	T-GSF	『T-GSF』
001136	G1056	N-GSF-L	『N-GSF-L』
001137	G1909	PREP	『PREP』
001138	G3588	T-ASM	『T-ASM』
001139	G2446	N-ASM-L	『N-ASM-L』
001140	G4314	PREP	『PREP』
001141	G3588	T-ASM	『T-ASM』
001142	G2491	N-ASM-P	『N-ASM-P』
001143	G3588	T-GSN	『T-GSN』
001144	G907	V-APN	『V-APN』
001145	G5259	PREP	『PREP』
001146	G846	P-GSM	『P-GSM』
001147	G3588	T-NSM	『T-NSM』
001148	G1161	CONJ	『CONJ』
001149	G2491	N-NSM-P	『N-NSM-P』
001150	G1254	V-IAI-3S	『V-IAI-3S』
001151	G846	P-ASM	『P-ASM』
001152	G3004	V-PAP-NSM	『V-PAP-NSM』
001153	G1473	P-1NS	『P-1NS』
001154	G5532	N-ASF	『N-ASF』
001155	G2192	V-PAI-1S	『V-PAI-1S』
001156	G5259	PREP	『PREP』
001157	G4771	P-2GS	『P-2GS』
001158	G907	V-APN	『V-APN』
001159	G2532	CONJ	『CONJ』
001160	G4771	P-2NS	『P-2NS』
001161	G2064	V-PNI-2S	『V-PNI-2S』
001162	G4314	PREP	『PREP』
001163	G1473	P-1AS	『P-1AS』
001164	G611	V-AOP-NSM	『V-AOP-NSM』
001165	G1161	CONJ	『CONJ』
001166	G3588	T-NSM	『T-NSM』
001167	G2424	N-NSM-P	『N-NSM-P』
001168	G2036	V-2AAI-3S	『V-2AAI-3S』
001169	G4314	PREP	『PREP』
001170	G846	P-ASM	『P-ASM』
001171	G863	V-2AAM-2S	『V-2AAM-2S』
001172	G737	ADV	『ADV』
001173	G3779	ADV	『ADV』
001174	G1063	CONJ	『CONJ』
001175	G4241	V-PAP-NSN	『V-PAP-NSN』
001176	G1510	V-PAI-3S	『V-PAI-3S』
001177	G1473	P-1DP	『P-1DP』
001178	G4137	V-AAN	『V-AAN』
001179	G3956	A-ASF	『A-ASF』
001180	G1343	N-ASF	『N-ASF』
001181	G5119	ADV	『ADV』
001182	G863	V-PAI-3S	『V-PAI-3S』
001183	G846	P-ASM	『P-ASM』
001184	G907	V-APP-NSM	『V-APP-NSM』
001185	G1161	CONJ	『CONJ』
001186	G3588	T-NSM	『T-NSM』
001187	G2424	N-NSM-P	『N-NSM-P』
001188	G2112	ADV	『ADV』
001189	G305	V-2AAI-3S	『V-2AAI-3S』
001190	G575	PREP	『PREP』
001191	G3588	T-GSN	『T-GSN』
001192	G5204	N-GSN	『N-GSN』
001193	G2532	CONJ	『CONJ』
001194	G2400	INJ	『INJ』
001195	G455	V-API-3P	『V-API-3P』
001196	G846	P-DSM	『P-DSM』
001197	G3588	T-NPM	『T-NPM』
001198	G3772	N-NPM	『N-NPM』
001199	G2532	CONJ	『CONJ』
001200	G1492	V-2AAI-3S	『V-2AAI-3S』
001201	G3588	T-ASN	『T-ASN』
001202	G4151	N-ASN	『N-ASN』
001203	G3588	T-GSM	『T-GSM』
001204	G2316	N-GSM	『N-GSM』
001205	G2597	V-PAP-ASN	『V-PAP-ASN』
001206	G5616	CONJ	『CONJ』
001207	G4058	N-ASF	『N-ASF』
001208	G2532	CONJ	『CONJ』
001209	G2064	V-PNP-ASN	『V-PNP-ASN』
001210	G1909	PREP	『PREP』
001211	G846	P-ASM	『P-ASM』
001212	G2532	CONJ	『CONJ』
001213	G2400	INJ	『INJ』
001214	G5456	N-NSF	『N-NSF』
001215	G1537	PREP	『PREP』
001216	G3588	T-GPM	『T-GPM』
001217	G3772	N-GPM	『N-GPM』
001218	G3004	V-PAP-NSF	『V-PAP-NSF』
001219	G3778	D-NSM	『D-NSM』
001220	G1510	V-PAI-3S	『V-PAI-3S』
001221	G3588	T-NSM	『T-NSM』
001222	G5207	N-NSM	『N-NSM』
001223	G1473	P-1GS	『P-1GS』
001224	G3588	T-NSM	『T-NSM』
001225	G27	A-NSM	『A-NSM』
001226	G1722	PREP	『PREP』
001227	G3739	R-DSM	『R-DSM』
001228	G2106	V-AAI-1S	『V-AAI-1S』
001229	G5119	ADV	『ADV』
001230	G3588	T-NSM	『T-NSM』
001231	G2424	N-NSM-P	『N-NSM-P』
001232	G321	V-API-3S	『V-API-3S』
001233	G1519	PREP	『PREP』
001234	G3588	T-ASF	『T-ASF』
001235	G2048	A-ASF	『A-ASF』
001236	G5259	PREP	『PREP』
001237	G3588	T-GSN	『T-GSN』
001238	G4151	N-GSN	『N-GSN』
001239	G3985	V-APN	『V-APN』
001240	G5259	PREP	『PREP』
001241	G3588	T-GSM	『T-GSM』
001242	G1228	A-GSM	『A-GSM』
001243	G2532	CONJ	『CONJ』
001244	G3522	V-AAP-NSM	『V-AAP-NSM』
001245	G2250	N-APF	『N-APF』
001246	G5062	A-APF-NUI	『A-APF-NUI』
001247	G2532	CONJ	『CONJ』
001248	G3571	N-APF	『N-APF』
001249	G5062	A-APF-NUI	『A-APF-NUI』
001250	G5306	A-ASN-C	『A-ASN-C』
001251	G3983	V-AAI-3S	『V-AAI-3S』
001252	G2532	CONJ	『CONJ』
001253	G4334	V-2AAP-NSM	『V-2AAP-NSM』
001254	G3588	T-NSM	『T-NSM』
001255	G3985	V-PAP-NSM	『V-PAP-NSM』
001256	G2036	V-2AAI-3S	『V-2AAI-3S』
001257	G846	P-DSM	『P-DSM』
001258	G1487	CONJ	『CONJ』
001259	G5207	N-NSM	『N-NSM』
001260	G1510	V-PAI-2S	『V-PAI-2S』
001261	G3588	T-GSM	『T-GSM』
001262	G2316	N-GSM	『N-GSM』
001263	G2036	V-2AAM-2S	『V-2AAM-2S』
001264	G2443	CONJ	『CONJ』
001265	G3588	T-NPM	『T-NPM』
001266	G3037	N-NPM	『N-NPM』
001267	G3778	D-NPM	『D-NPM』
001268	G740	N-NPM	『N-NPM』
001269	G1096	V-2ADS-3P	『V-2ADS-3P』
001270	G3588	T-NSM	『T-NSM』
001271	G1161	CONJ	『CONJ』
001272	G611	V-AOP-NSM	『V-AOP-NSM』
